File name                     Graph size  Result
graph_149_0.2_1.txt           149         8         found     
graph_633_0.8_6.txt           633         1989      found     
graph_319_0.6_4.txt           319         143       found     
graph_175_0.6_0.txt           175         120       found     
graph_541_0.8_3.txt           541         841       found     
graph_632_0.4_5.txt           632         246       found     
graph_137_0.4_4.txt           137         17        found     
graph_845_0.2_1.txt           845         137       found     
graph_263_0.8_2.txt           263         131       found     
graph_442_0.4_5.txt           442         133       found     
graph_325_0.6_1.txt           325         145       found     
graph_747_0.8_1.txt           747         2503      found     
graph_142_0.2_8.txt           142         11        found     
graph_955_0.8_4.txt           955         5299      found     
graph_650_0.4_6.txt           650         227       found     
graph_247_0.8_1.txt           247         122       found     
graph_214_0.2_8.txt           214         19        found     
graph_582_0.8_2.txt           582         1421      found     
graph_453_0.6_0.txt           453         267       found     
graph_174_0.2_8.txt           174         10        found     
graph_691_0.6_3.txt           691         813       found     
graph_845_0.4_6.txt           845         498       found     
graph_206_0.6_9.txt           206         89        found     
graph_366_0.2_1.txt           366         37        found     
graph_517_0.8_9.txt           517         746       found     
graph_995_0.6_1.txt           995         2537      found     
graph_703_0.4_2.txt           703         407       found     
graph_650_0.2_5.txt           650         98        found     
graph_724_0.4_0.txt           724         294       found     
graph_253_0.4_1.txt           253         59        found     
graph_286_0.2_7.txt           286         20        found     
graph_527_0.6_2.txt           527         447       found     
graph_740_0.4_1.txt           740         424       found     
graph_864_0.4_6.txt           864         535       found     
graph_369_0.2_3.txt           369         43        found     
graph_873_0.8_3.txt           873         3895      found     
graph_999_0.8_3.txt           999         6222      found     
graph_796_0.2_7.txt           796         160       found     
graph_502_0.2_7.txt           502         60        found     
graph_271_0.6_7.txt           271         87        found     
graph_790_0.4_9.txt           790         356       found     
graph_279_0.4_1.txt           279         62        found     
graph_509_0.2_4.txt           509         53        found     
graph_618_0.6_5.txt           618         632       found     
graph_144_0.4_7.txt           144         33        found     
graph_368_0.6_2.txt           368         159       found     
graph_387_0.6_9.txt           387         191       found     
graph_25_0.4_3.txt            25          4         found     
graph_583_0.6_8.txt           583         457       found     
graph_562_0.8_3.txt           562         1689      found     
graph_774_0.8_2.txt           774         3132      found     
graph_649_0.2_6.txt           649         111       found     
graph_778_0.8_6.txt           778         3258      found     
graph_388_0.4_3.txt           388         113       found     
graph_430_0.6_0.txt           430         259       found     
graph_627_0.6_7.txt           627         538       found     
graph_743_0.2_2.txt           743         123       found     
graph_6_0.2_8.txt             6           1         not found 
graph_560_0.2_8.txt           560         77        found     
graph_46_0.4_9.txt            46          8         found     
graph_177_0.2_8.txt           177         9         found     
graph_380_0.4_0.txt           380         124       found     
graph_619_0.2_3.txt           619         67        found     
graph_766_0.6_5.txt           766         1006      found     
graph_282_0.2_2.txt           282         37        found     
graph_376_0.4_1.txt           376         98        found     
graph_860_0.2_7.txt           860         126       found     
graph_859_0.4_9.txt           859         617       found     
graph_677_0.4_1.txt           677         228       found     
graph_514_0.8_3.txt           514         807       found     
graph_916_0.2_4.txt           916         208       found     
graph_987_0.2_3.txt           987         193       found     
graph_272_0.2_0.txt           272         22        found     
graph_819_0.6_0.txt           819         1355      found     
graph_184_0.4_5.txt           184         30        found     
graph_685_0.4_8.txt           685         308       found     
graph_74_0.6_6.txt            74          21        found     
graph_601_0.6_0.txt           601         531       found     
graph_393_0.4_6.txt           393         127       found     
graph_607_0.6_4.txt           607         757       found     
graph_201_0.8_1.txt           201         104       found     
graph_349_1_0.txt             349         -         timed out 
graph_470_0.2_5.txt           470         65        found     
graph_178_0.2_6.txt           178         9         found     
graph_323_0.2_1.txt           323         31        found     
graph_402_0.8_3.txt           402         381       found     
graph_750_1_0.txt             750         -         timed out 
graph_619_0.8_0.txt           619         1592      found     
graph_972_0.8_5.txt           972         6601      found     
graph_732_0.4_3.txt           732         388       found     
graph_209_0.2_3.txt           209         10        found     
graph_256_0.2_4.txt           256         21        found     
graph_557_0.2_6.txt           557         67        found     
graph_338_0.6_0.txt           338         141       found     
graph_684_0.8_7.txt           684         1783      found     
graph_860_0.4_8.txt           860         438       found     
graph_57_0.8_3.txt            57          17        found     
graph_867_0.2_4.txt           867         181       found     
graph_731_0.6_9.txt           731         1058      found     
graph_874_0.2_1.txt           874         198       found     
graph_510_0.4_6.txt           510         201       found     
graph_662_0.2_7.txt           662         77        found     
graph_29_0.2_2.txt            29          3         found     
graph_341_0.2_7.txt           341         29        found     
graph_102_0.4_0.txt           102         19        found     
graph_928_0.4_6.txt           928         730       found     
graph_576_0.6_8.txt           576         643       found     
graph_850_0.8_7.txt           850         4144      found     
graph_522_0.8_3.txt           522         756       found     
graph_483_0.8_1.txt           483         737       found     
graph_1000_0.8_2.txt          1000        6065      found     
graph_754_0.4_3.txt           754         324       found     
graph_504_0.4_8.txt           504         178       found     
graph_845_0.4_4.txt           845         584       found     
graph_862_0.6_8.txt           862         2240      found     
graph_729_0.2_9.txt           729         99        found     
graph_648_0.4_8.txt           648         254       found     
graph_733_0.2_1.txt           733         145       found     
graph_211_0.6_1.txt           211         77        found     
graph_620_0.6_9.txt           620         813       found     
graph_645_0.4_3.txt           645         201       found     
graph_97_0.8_8.txt            97          36        found     
graph_716_0.6_0.txt           716         1052      found     
graph_303_0.8_6.txt           303         168       found     
graph_750_0.4_8.txt           750         331       found     
graph_555_0.4_9.txt           555         162       found     
graph_666_0.6_5.txt           666         729       found     
graph_7_0.2_1.txt             7           1         not found 
graph_231_0.2_9.txt           231         18        found     
graph_704_0.4_1.txt           704         273       found     
graph_958_0.2_0.txt           958         149       found     
graph_659_0.2_5.txt           659         110       found     
graph_545_0.2_8.txt           545         73        found     
graph_187_0.2_7.txt           187         24        found     
graph_301_0.4_2.txt           301         79        found     
graph_75_0.8_1.txt            75          37        found     
graph_310_0.4_0.txt           310         79        found     
graph_172_0.8_3.txt           172         89        found     
graph_275_0.8_2.txt           275         149       found     
graph_355_0.4_6.txt           355         80        found     
graph_276_0.2_8.txt           276         17        found     
graph_932_0.2_0.txt           932         151       found     
graph_860_0.6_5.txt           860         1476      found     
graph_213_0.6_9.txt           213         79        found     
graph_395_0.2_1.txt           395         72        found     
graph_62_0.6_8.txt            62          9         found     
graph_515_0.2_6.txt           515         101       found     
graph_662_0.6_2.txt           662         1061      found     
graph_505_0.4_8.txt           505         257       found     
graph_601_0.4_4.txt           601         239       found     
graph_220_0.8_9.txt           220         133       found     
graph_89_0.4_6.txt            89          17        found     
graph_757_0.2_8.txt           757         121       found     
graph_586_0.8_6.txt           586         1358      found     
graph_894_0.6_1.txt           894         2743      found     
graph_602_0.2_6.txt           602         70        found     
graph_340_0.4_9.txt           340         115       found     
graph_424_0.6_0.txt           424         210       found     
graph_44_0.4_9.txt            44          5         found     
graph_931_0.4_1.txt           931         525       found     
graph_922_0.2_0.txt           922         155       found     
graph_498_0.6_5.txt           498         282       found     
graph_382_0.8_4.txt           382         303       found     
graph_60_0.2_0.txt            60          14        found     
graph_341_0.8_5.txt           341         221       found     
graph_200_0.4_6.txt           200         31        found     
graph_431_0.6_1.txt           431         211       found     
graph_356_0.4_0.txt           356         92        found     
graph_810_0.8_4.txt           810         3072      found     
graph_820_0.6_9.txt           820         2287      found     
graph_650_0.8_5.txt           650         2116      found     
graph_631_0.6_2.txt           631         792       found     
graph_193_0.6_9.txt           193         65        found     
graph_548_0.6_2.txt           548         486       found     
graph_768_0.8_8.txt           768         2955      found     
graph_750_0.6_8.txt           750         1015      found     
graph_277_0.8_3.txt           277         139       found     
graph_576_0.4_9.txt           576         245       found     
graph_100_0.4_5.txt           100         26        found     
graph_486_0.8_4.txt           486         590       found     
graph_94_0.2_1.txt            94          7         found     
graph_153_0.8_4.txt           153         55        found     
graph_434_0.2_4.txt           434         72        found     
graph_46_0.6_8.txt            46          9         found     
graph_167_0.8_7.txt           167         87        found     
graph_527_0.8_3.txt           527         1127      found     
graph_87_0.6_8.txt            87          16        found     
graph_804_0.2_1.txt           804         148       found     
graph_859_0.4_1.txt           859         518       found     
graph_695_0.2_2.txt           695         108       found     
graph_153_0.8_8.txt           153         78        found     
graph_481_0.6_8.txt           481         250       found     
graph_991_0.8_4.txt           991         5421      found     
graph_978_0.6_9.txt           978         3070      found     
graph_670_0.2_2.txt           670         92        found     
graph_809_0.2_1.txt           809         112       found     
graph_438_0.4_5.txt           438         122       found     
graph_546_0.4_1.txt           546         140       found     
graph_875_0.8_2.txt           875         4575      found     
graph_215_0.6_3.txt           215         84        found     
graph_238_0.8_3.txt           238         131       found     
graph_790_0.2_9.txt           790         127       found     
graph_365_0.8_6.txt           365         256       found     
graph_980_0.8_6.txt           980         5186      found     
graph_923_0.2_7.txt           923         115       found     
graph_1000_0.6_3.txt          1000        3655      found     
graph_9_0.2_1.txt             9           1         not found 
graph_369_0.4_3.txt           369         114       found     
graph_681_0.2_7.txt           681         112       found     
graph_382_0.8_9.txt           382         290       found     
graph_124_0.6_9.txt           124         30        found     
graph_866_0.2_3.txt           866         124       found     
graph_72_0.4_5.txt            72          7         found     
graph_112_0.6_9.txt           112         42        found     
graph_143_0.2_2.txt           143         16        found     
graph_722_1_0.txt             722         -         timed out 
graph_637_0.8_0.txt           637         1261      found     
graph_751_0.4_8.txt           751         374       found     
graph_131_0.6_5.txt           131         32        found     
graph_844_0.2_6.txt           844         138       found     
graph_337_0.6_3.txt           337         128       found     
graph_74_0.8_7.txt            74          18        found     
graph_149_0.2_2.txt           149         10        found     
graph_880_0.8_6.txt           880         4475      found     
graph_849_0.4_3.txt           849         548       found     
graph_927_0.8_3.txt           927         5200      found     
graph_216_0.8_4.txt           216         93        found     
graph_185_0.8_3.txt           185         83        found     
graph_468_0.8_9.txt           468         527       found     
graph_206_0.6_4.txt           206         79        found     
graph_299_0.6_4.txt           299         137       found     
graph_584_0.4_5.txt           584         226       found     
graph_798_0.2_4.txt           798         131       found     
graph_84_0.4_4.txt            84          9         found     
graph_127_0.4_5.txt           127         17        found     
graph_79_0.2_7.txt            79          7         found     
graph_773_0.2_2.txt           773         167       found     
graph_562_0.6_4.txt           562         532       found     
graph_704_0.8_5.txt           704         1711      found     
graph_33_0.6_3.txt            33          5         found     
graph_776_0.2_3.txt           776         110       found     
graph_82_0.8_2.txt            82          28        found     
graph_507_0.2_2.txt           507         210       found     
graph_274_0.8_9.txt           274         143       found     
graph_747_0.2_3.txt           747         93        found     
graph_328_0.6_2.txt           328         124       found     
graph_397_0.2_6.txt           397         47        found     
graph_734_0.2_0.txt           734         104       found     
graph_521_0.8_1.txt           521         901       found     
graph_415_0.2_0.txt           415         88        found     
graph_28_0.4_7.txt            28          4         found     
graph_620_0.2_1.txt           620         95        found     
graph_816_0.6_8.txt           816         1565      found     
graph_612_0.2_4.txt           612         63        found     
graph_45_0.6_7.txt            45          7         found     
graph_540_0.6_0.txt           540         339       found     
graph_358_0.2_5.txt           358         67        found     
graph_285_0.2_7.txt           285         42        found     
graph_541_0.4_6.txt           541         147       found     
graph_872_0.2_0.txt           872         127       found     
graph_993_0.6_8.txt           993         2765      found     
graph_671_0.4_8.txt           671         247       found     
graph_714_0.4_8.txt           714         238       found     
graph_924_0.8_7.txt           924         4455      found     
graph_584_0.4_0.txt           584         156       found     
graph_449_0.2_8.txt           449         50        found     
graph_976_0.8_6.txt           976         5690      found     
graph_738_0.2_4.txt           738         111       found     
graph_269_0.6_0.txt           269         112       found     
graph_195_0.8_7.txt           195         85        found     
graph_464_1_0.txt             464         -         timed out 
graph_727_0.6_7.txt           727         1338      found     
graph_798_0.8_9.txt           798         3358      found     
graph_268_0.8_3.txt           268         161       found     
graph_633_0.6_3.txt           633         768       found     
graph_814_0.8_4.txt           814         4087      found     
graph_461_0.8_0.txt           461         528       found     
graph_547_0.6_0.txt           547         322       found     
graph_327_0.8_8.txt           327         185       found     
graph_688_0.6_9.txt           688         946       found     
graph_164_0.8_7.txt           164         126       found     
graph_382_0.4_4.txt           382         110       found     
graph_132_0.8_4.txt           132         67        found     
graph_394_0.4_5.txt           394         116       found     
graph_530_0.8_1.txt           530         938       found     
graph_603_0.4_5.txt           603         190       found     
graph_157_0.6_5.txt           157         44        found     
graph_791_0.8_5.txt           791         2631      found     
graph_863_1_0.txt             863         -         timed out 
graph_157_0.2_9.txt           157         6         found     
graph_645_0.8_4.txt           645         2028      found     
graph_139_0.8_3.txt           139         69        found     
graph_31_0.8_7.txt            31          9         found     
graph_673_0.2_9.txt           673         78        found     
graph_838_0.4_3.txt           838         461       found     
graph_468_0.2_4.txt           468         107       found     
graph_829_0.2_0.txt           829         174       found     
graph_912_0.2_2.txt           912         188       found     
graph_214_0.2_3.txt           214         13        found     
graph_651_0.6_8.txt           651         705       found     
graph_581_0.2_8.txt           581         76        found     
graph_572_0.6_7.txt           572         490       found     
graph_494_0.2_7.txt           494         132       found     
graph_30_0.6_7.txt            30          6         found     
graph_311_0.2_2.txt           311         58        found     
graph_128_0.6_0.txt           128         29        found     
graph_651_0.8_7.txt           651         1938      found     
graph_257_0.6_5.txt           257         95        found     
graph_607_0.4_0.txt           607         224       found     
graph_962_0.2_5.txt           962         153       found     
graph_614_0.2_6.txt           614         104       found     
graph_160_0.6_8.txt           160         71        found     
graph_389_0.6_3.txt           389         191       found     
graph_804_0.2_6.txt           804         121       found     
graph_950_0.8_4.txt           950         5167      found     
graph_211_0.8_0.txt           211         102       found     
graph_775_0.2_4.txt           775         128       found     
graph_546_0.6_5.txt           546         381       found     
graph_489_0.2_2.txt           489         79        found     
graph_151_0.8_2.txt           151         63        found     
graph_611_0.6_8.txt           611         539       found     
graph_326_0.8_6.txt           326         201       found     
graph_337_0.4_0.txt           337         99        found     
graph_541_0.2_8.txt           541         79        found     
graph_224_0.2_9.txt           224         10        found     
graph_803_0.2_3.txt           803         112       found     
graph_497_0.2_1.txt           497         111       found     
graph_310_0.6_9.txt           310         196       found     
graph_821_0.4_5.txt           821         496       found     
